Genome,Order,Family,Genus,preVC,VC Status,VC,VC Size,Quality,Adjusted P-value,VC Avg Distance,Topology Confidence Score,Genus Confidence Score,VC Orders,VC Families,VC Genera
k141_302189||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_30221||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_302230||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_302310||full,Unassigned,Unassigned,Unassigned,preVC_1570,Clustered,VC_1570_0,2,0.0236,0.18652332,2.6457513110645907,0.0044,1.0,0,0,0
k141_302446||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_302456||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_30254||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_302571||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_302579||full,Unassigned,Unassigned,Unassigned,preVC_657,Clustered,VC_657_0,13,0.6814,1.0,0.4245217740026679,0.6814,1.0,0,0,0
k141_302623||full,Unassigned,Unassigned,Unassigned,preVC_1571,Clustered,VC_1571_0,2,1.0,0.0,0.0,0.0,1.0,0,0,0
k141_302630||full,Unassigned,Unassigned,Unassigned,,Overlap (VC_100/VC_105/VC_152/VC_153/VC_988/VC_1695),,,,,,,,,,
k141_302661||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_302689||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_302693||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_302720||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_302734||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_302737||full,Unassigned,Unassigned,Unassigned,preVC_781,Clustered,VC_781_0,17,0.648,1.0,0.5806605425780743,0.648,1.0,0,0,0
k141_302751||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_302794||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_302829||full,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
k141_302836||full,Unassigned,Unassigned,Unassigned,preVC_372,Clustered,VC_372_0,7,0.2352,0.9391802,1.7195464977624222,0.2209,1.0,0,0,0
k141_302848||full,Unassigned,Unassigned,Unassigned,preVC_593,Clustered,VC_593_0,29,0.7584,1.0,1.594949397078208,0.7584,1.0,0,0,0
k141_302871||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_30290||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_302927||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_302932||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_302939||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_302956||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_302968||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_302970||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_302971||full,Unassigned,Unassigned,Unassigned,preVC_689,Clustered,VC_689_0,7,0.1773,0.99985913,1.522515354791731,0.1773,1.0,0,0,0
k141_303086||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_303131||full,Unassigned,Unassigned,Unassigned,preVC_1143,Clustered,VC_1143_0,2,1.0,0.0,0.0,0.0,1.0,0,0,0
k141_303147||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_303222||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_303234||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_303280||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_303298||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_303301||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_303347||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_303352||full,Unassigned,Unassigned,Unassigned,preVC_1541,Clustered,VC_1541_0,2,1.0,0.0,0.0,0.0,1.0,0,0,0
k141_303414||full,Unassigned,Unassigned,Unassigned,preVC_1042,Clustered,VC_1042_0,6,1.0,0.0,0.0,0.0,1.0,0,0,0
k141_303471||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_303499||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_303537||full,Unassigned,Unassigned,Unassigned,,Overlap (VC_677/VC_1074),,,,,,,,,,
k141_303581||full,Unassigned,Unassigned,Unassigned,preVC_1063,Clustered,VC_1063_0,2,1.0,0.0,1.4142135623730951,0.0,1.0,0,0,0
k141_303586||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_303592||full,Unassigned,Unassigned,Unassigned,preVC_1574,Clustered,VC_1574_0,2,1.0,0.0,3.0,0.0,1.0,0,0,0
k141_303607||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_303627||full,Unassigned,Unassigned,Unassigned,preVC_949,Clustered,VC_949_0,4,1.0,0.0,0.0,0.0,1.0,0,0,0
k141_303646||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_303733||full,Unassigned,Unassigned,Unassigned,preVC_228,Clustered,VC_228_0,3,0.4621,0.99285714,3.6081720321904225,0.4588,1.0,0,0,0
k141_303741||full,Unassigned,Unassigned,Unassigned,preVC_228,Clustered,VC_228_0,3,0.4621,0.99285714,3.6081720321904225,0.4588,1.0,0,0,0
k141_303745||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_303747||full,Unassigned,Unassigned,Unassigned,preVC_486,Clustered,VC_486_0,8,0.4207,0.99434529,1.8955508357875661,0.4183,1.0,0,0,0
k141_303759||full,Unassigned,Unassigned,Unassigned,preVC_455,Clustered,VC_455_0,3,0.3004,0.58684755,0.9428090415820635,0.1763,1.0,0,0,0
k141_303810||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_303811||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_303812||full,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
k141_30381||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_303825||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_303904||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_303907||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_30390||full,Unassigned,Unassigned,Unassigned,preVC_447,Clustered,VC_447_0,4,0.6317,0.98953612,3.550569757849175,0.6251,1.0,0,0,0
k141_303915||full,Unassigned,Unassigned,Unassigned,preVC_426,Clustered,VC_426_0,13,1.0,0.0,0.0,0.0,1.0,0,0,0
k141_303926||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_304024||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_30403||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_30405||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_304098||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_30410||full,Unassigned,Unassigned,Unassigned,,Overlap (VC_583/VC_1152),,,,,,,,,,
k141_304114||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_304132||0_partial_1,Unassigned,Unassigned,Unassigned,preVC_777,Clustered,VC_777_0,2,0.8273,0.0,3.3166247903554,0.0,1.0,0,0,0
k141_304133||full,Unassigned,Unassigned,Unassigned,preVC_657,Clustered,VC_657_0,13,0.6814,1.0,0.4245217740026679,0.6814,1.0,0,0,0
k141_304142||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_304164||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_304183||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_304193||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_30421||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_304250||full,Unassigned,Unassigned,Unassigned,,Overlap (VC_376/VC_600),,,,,,,,,,
k141_304315||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_30432||full,Unassigned,Unassigned,Unassigned,preVC_694,Clustered,VC_694_0,6,0.1504,0.09987094,2.2874990146422993,0.015,1.0,0,0,0
k141_30438||full,Unassigned,Unassigned,Unassigned,preVC_1575,Clustered,VC_1575_0,3,1.0,0.0,0.0,0.0,1.0,0,0,0
k141_304394||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_304397||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_304453||full,Unassigned,Unassigned,Unassigned,preVC_1576,Clustered,VC_1576_0,4,1.0,0.0,2.463466462355123,0.0,1.0,0,0,0
k141_304458||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_304494||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_304508||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_304513||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_304519||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_304544||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_304555||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_30458||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_304598||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_304606||full,Unassigned,Unassigned,Unassigned,preVC_1493,Clustered,VC_1493_0,5,1.0,0.0,0.0,0.0,1.0,0,0,0
k141_304617||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_304646||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_304671||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_304674||full_1,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
k141_304745||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_304751||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_304755||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_304789||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_304835||full,Unassigned,Unassigned,Unassigned,preVC_1391,Clustered,VC_1391_0,3,1.0,0.0,0.0,0.0,1.0,0,0,0
k141_304843||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_304858||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_304865||full,Unassigned,Unassigned,Unassigned,preVC_1577,Clustered,VC_1577_0,2,1.0,0.0,0.0,0.0,1.0,0,0,0
k141_304868||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_304873||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_3048||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_304934||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_304970||full,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
k141_304978||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_304990||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_304999||full,Unassigned,Unassigned,Unassigned,,Overlap (VC_475/VC_476/VC_685),,,,,,,,,,
k141_305003||full,Unassigned,Unassigned,Unassigned,,Overlap (VC_925/VC_926),,,,,,,,,,
k141_305008||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_305013||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_305073||full,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
k141_305107||full,Unassigned,Unassigned,Unassigned,preVC_1210,Clustered,VC_1210_0,6,1.0,0.0,0.0,0.0,1.0,0,0,0
k141_305139||full,Unassigned,Unassigned,Unassigned,,Overlap (VC_579/VC_975),,,,,,,,,,
k141_30513||full,Unassigned,Unassigned,Unassigned,preVC_656,Clustered,VC_656_0,4,0.8688,0.2369754,1.626105059170283,0.2059,1.0,0,0,0
k141_30514||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_305229||full,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
k141_305266||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_305268||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_305283||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_305293||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_305311||full,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
k141_305326||full,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
k141_305331||full,Unassigned,Unassigned,Unassigned,preVC_1578,Clustered,VC_1578_0,2,1.0,0.0,1.0,0.0,1.0,0,0,0
k141_305353||full,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
k141_305383||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_305405||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_305442||lt2gene,Unassigned,Unassigned,Unassigned,preVC_947,Clustered,VC_947_0,7,1.0,0.0,0.0,0.0,1.0,0,0,0
k141_305443||full,Unassigned,Unassigned,Unassigned,preVC_700,Clustered/Singleton,VC_700_0,1,0.0,0.0,0,0.0,1.0,0,0,0
k141_305455||full,Unassigned,Unassigned,Unassigned,preVC_106,Clustered,VC_106_0,4,0.2659,0.99993642,6.130112221265673,0.2659,1.0,0,0,0
k141_305468||full,Unassigned,Unassigned,Unassigned,preVC_1507,Clustered,VC_1507_0,2,0.4082,0.6,3.4641016151377544,0.2449,1.0,0,0,0
k141_30548||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_305515||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_305579||full,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
k141_305603||full_1,Unassigned,Unassigned,Unassigned,preVC_100,Clustered,VC_100_0,7,0.4088,1.0,5.366380431670747,0.4088,1.0,0,0,0
k141_305652||lt2gene,Unassigned,Unassigned,Unassigned,preVC_1579,Clustered,VC_1579_0,2,1.0,0.0,0.0,0.0,1.0,0,0,0
k141_305665||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_305679||full,Unassigned,Unassigned,Unassigned,preVC_1580,Clustered,VC_1580_0,2,1.0,0.0,0.0,0.0,1.0,0,0,0
k141_305700||full,Unassigned,Unassigned,Unassigned,preVC_1198,Clustered,VC_1198_0,7,1.0,0.0,0.0,0.0,1.0,0,0,0
k141_305712||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_305738||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_30573||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_305759||full,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
k141_305765||full,Unassigned,Unassigned,Unassigned,preVC_1138,Clustered,VC_1138_0,2,1.0,0.0,0.0,0.0,1.0,0,0,0
k141_305774||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_305820||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_305837||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_305852||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_305962||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_305973||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_305988||full,Unassigned,Unassigned,Unassigned,preVC_558,Clustered,VC_558_0,2,0.1364,0.5,3.0,0.0682,1.0,0,0,0
k141_305999||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_305||full,Unassigned,Unassigned,Unassigned,preVC_1581,Clustered,VC_1581_0,2,1.0,0.0,3.4641016151377544,0.0,1.0,0,0,0
k141_306014||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_306044||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_306076||full_1,Unassigned,Unassigned,Unassigned,preVC_511,Clustered,VC_511_0,2,0.0512,0.46771275,2.0,0.0239,1.0,0,0,0
k141_306094||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_30611||full,Unassigned,Unassigned,Unassigned,,Overlap (VC_690/VC_942),,,,,,,,,,
k141_306129||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_306131||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_306198||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_306262||full,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
k141_306282||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_306309||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_306341||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_306370||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_306380||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_306420||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_306421||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_306431||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_306476||full,Unassigned,Unassigned,Unassigned,preVC_1207,Clustered,VC_1207_0,3,1.0,0.0,1.3820881233139908,0.0,1.0,0,0,0
k141_306529||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_306577||full,Unassigned,Unassigned,Unassigned,preVC_738,Clustered,VC_738_0,3,1.0,0.0,1.626105059170283,0.0,1.0,0,0,0
k141_306584||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_306608||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_306650||full,Unassigned,Unassigned,Unassigned,preVC_980,Clustered,VC_980_0,4,0.5278,0.99805189,2.0046806097510586,0.5268,1.0,0,0,0
k141_306660||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_306675||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_306725||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_306736||full,Unassigned,Unassigned,Unassigned,preVC_1067,Clustered,VC_1067_0,13,0.829,0.99998632,0.957988004580613,0.829,1.0,0,0,0
k141_306746||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_306757||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_306839||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_306860||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_306867||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_306892||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_306900||full,Unassigned,Unassigned,Unassigned,preVC_753,Clustered,VC_753_0,3,0.072,0.82814524,0.6666666666666666,0.0597,1.0,0,0,0
k141_30698||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_306999||lt2gene,Unassigned,Unassigned,Unassigned,preVC_1579,Clustered,VC_1579_0,2,1.0,0.0,0.0,0.0,1.0,0,0,0
k141_307002||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_307016||full,Unassigned,Unassigned,Unassigned,,Overlap (VC_446/VC_1345/VC_1432),,,,,,,,,,
k141_307026||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_307041||full,Unassigned,Unassigned,Unassigned,preVC_1582,Clustered,VC_1582_0,4,1.0,0.0,0.0,0.0,1.0,0,0,0
k141_30704||full,Unassigned,Unassigned,Unassigned,preVC_867,Clustered,VC_867_0,3,1.0,0.0,0.9428090415820635,0.0,1.0,0,0,0
k141_307067||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_307112||full,Unassigned,Unassigned,Unassigned,preVC_146,Clustered,VC_146_0,8,0.345,1.0,7.334309579244652,0.345,0.9286,0,0,0
k141_307129||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_307147||full,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
k141_30716||full,Unassigned,Unassigned,Unassigned,preVC_867,Clustered,VC_867_0,3,1.0,0.0,0.9428090415820635,0.0,1.0,0,0,0
k141_307197||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_307203||full,Unassigned,Unassigned,Unassigned,preVC_743,Clustered,VC_743_0,20,0.7182,1.0,1.253638317364749,0.7182,1.0,0,0,0
k141_307220||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_307244||full,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
k141_307250||full_1,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_307291||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_307320||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_307321||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_307323||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_307355||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_307434||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_307460||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_307464||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_307495||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_307515||full,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
k141_307532||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_30754||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_307565||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_307595||full,Unassigned,Unassigned,Unassigned,preVC_530,Clustered,VC_530_0,5,0.7251,0.99245194,0.4,0.7196,1.0,0,0,0
k141_3075||full,Unassigned,Unassigned,Unassigned,preVC_230,Clustered,VC_230_0,3,0.2679,0.99642609,4.715346814857266,0.2669,1.0,0,0,0
k141_307609||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_307625||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_307651||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_307661||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_307662||full,Unassigned,Unassigned,Unassigned,,Overlap (VC_517/VC_687),,,,,,,,,,
k141_307675||full,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
k141_307766||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_307866||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_307883||full,Unassigned,Unassigned,Unassigned,preVC_640,Clustered,VC_640_0,9,0.6222,0.98361753,3.0793924591551476,0.612,1.0,0,0,0
k141_307899||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_307909||lt2gene,Unassigned,Unassigned,Unassigned,preVC_628,Clustered,VC_628_0,7,1.0,0.0,0.0,0.0,1.0,0,0,0
k141_307922||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_307928||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_307964||full,Unassigned,Unassigned,Unassigned,preVC_1004,Clustered,VC_1004_0,13,0.9534,0.99006774,1.7598101719490684,0.944,1.0,0,0,0
k141_307966||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_307994||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_308028||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_308040||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_308066||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_308077||full,Unassigned,Unassigned,Unassigned,preVC_559,Clustered,VC_559_0,7,0.5085,0.99969124,2.4696982435233754,0.5083,1.0,0,0,0
k141_308087||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_308143||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_308167||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_308189||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_308237||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_308270||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_308273||full,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
k141_308278||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_308281||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_30829||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_30831||0_partial,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_308336||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_30837||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_308408||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_308410||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_308467||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
